dire_1,dire_2,dire_3,dire_4,dire_5,dire_6,first_team_ban,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,radiant_win
crystal_maiden,juggernaut,venomancer,pudge,ember_spirit,0,1,phantom_assassin,rubick,skywrath_mage,axe,invoker,0.0
storm_spirit,brewmaster,morphling,zuus,monkey_king,0,0,chen,ember_spirit,vengefulspirit,earth_spirit,slark,1.0
rubick,sniper,dragon_knight,marci,spectre,0,0,pudge,shadow_shaman,silencer,drow_ranger,queenofpain,1.0
jakiro,antimage,doom_bringer,warlock,kunkka,0,0,pugna,undying,broodmother,leshrac,arc_warden,1.0
ancient_apparition,jakiro,ursa,sand_king,ember_spirit,0,1,puck,monkey_king,windrunner,hoodwink,clinkz,0.0
pudge,terrorblade,weaver,ursa,axe,0,0,drow_ranger,earthshaker,abaddon,shadow_shaman,hoodwink,1.0
faceless_void,razor,phantom_assassin,alchemist,omniknight,0,0,clinkz,axe,hoodwink,viper,slark,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0.0
skywrath_mage,bristleback,tidehunter,sniper,omniknight,0,0,enigma,grimstroke,terrorblade,leshrac,bounty_hunter,0.0
phantom_lancer,necrolyte,phoenix,rubick,spectre,0,0,bristleback,undying,warlock,phantom_assassin,zuus,1.0
necrolyte,drow_ranger,crystal_maiden,tiny,ogre_magi,0,1,slardar,earthshaker,lion,arc_warden,phantom_lancer,0.0
jakiro,spectre,mirana,queenofpain,furion,0,1,centaur,windrunner,kunkka,lion,luna,0.0
spectre,treant,zuus,antimage,bounty_hunter,0,0,sniper,faceless_void,disruptor,ogre_magi,legion_commander,0.0
invoker,kunkka,dragon_knight,faceless_void,jakiro,0,1,dark_willow,shadow_shaman,bristleback,juggernaut,antimage,1.0
silencer,lich,pudge,morphling,sniper,0,1,kunkka,skeleton_king,luna,wisp,bane,0.0
windrunner,invoker,ogre_magi,death_prophet,morphling,0,0,wisp,dazzle,pudge,phantom_assassin,slardar,1.0
pudge,mirana,viper,ursa,keeper_of_the_light,0,0,legion_commander,zuus,furion,phantom_lancer,axe,1.0
riki,slark,kunkka,morphling,warlock,0,0,techies,nyx_assassin,enchantress,juggernaut,tiny,1.0
tusk,razor,spectre,lion,skywrath_mage,0,0,pudge,oracle,furion,monkey_king,shadow_shaman,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0.0
windrunner,axe,sniper,magnataur,slark,0,1,bloodseeker,tusk,lion,ember_spirit,skywrath_mage,1.0
juggernaut,shadow_shaman,necrolyte,morphling,silencer,0,0,abyssal_underlord,monkey_king,techies,lion,dawnbreaker,1.0
alchemist,windrunner,mirana,ogre_magi,weaver,0,1,dawnbreaker,silencer,sniper,monkey_king,luna,0.0
bounty_hunter,crystal_maiden,life_stealer,lina,medusa,0,0,void_spirit,oracle,lion,earthshaker,faceless_void,0.0
lich,ursa,templar_assassin,oracle,legion_commander,0,0,zuus,vengefulspirit,juggernaut,primal_beast,ogre_magi,1.0
windrunner,furion,mirana,luna,ogre_magi,0,0,axe,enchantress,ancient_apparition,huskar,shadow_shaman,1.0
necrolyte,zuus,mirana,legion_commander,dark_willow,0,0,slardar,treant,drow_ranger,shadow_shaman,huskar,0.0
lion,crystal_maiden,juggernaut,necrolyte,obsidian_destroyer,0,0,axe,skywrath_mage,pudge,razor,monkey_king,0.0
zuus,bounty_hunter,spirit_breaker,necrolyte,lion,0,0,mirana,meepo,marci,primal_beast,razor,0.0
gyrocopter,lina,antimage,earthshaker,oracle,0,0,windrunner,skeleton_king,necrolyte,life_stealer,bristleback,1.0
enigma,void_spirit,rubick,faceless_void,obsidian_destroyer,0,0,skywrath_mage,magnataur,invoker,juggernaut,sniper,1.0
ogre_magi,bristleback,spirit_breaker,hoodwink,weaver,0,0,juggernaut,necrolyte,legion_commander,sand_king,invoker,0.0
pudge,jakiro,juggernaut,death_prophet,clinkz,0,0,gyrocopter,terrorblade,tiny,arc_warden,windrunner,0.0
shadow_shaman,slardar,keeper_of_the_light,phantom_lancer,pudge,0,1,hoodwink,drow_ranger,tidehunter,windrunner,pugna,1.0
pudge,lina,marci,phantom_assassin,jakiro,0,0,winter_wyvern,alchemist,witch_doctor,queenofpain,shadow_shaman,0.0
bristleback,marci,sniper,skywrath_mage,tusk,0,1,warlock,slardar,razor,grimstroke,skeleton_king,0.0
mirana,crystal_maiden,bloodseeker,earthshaker,windrunner,0,0,pudge,grimstroke,juggernaut,rubick,pangolier,1.0
terrorblade,meepo,lina,pudge,dragon_knight,0,0,primal_beast,bloodseeker,phantom_assassin,nevermore,rubick,1.0
snapfire,lone_druid,vengefulspirit,phantom_assassin,dawnbreaker,0,0,sniper,antimage,sand_king,keeper_of_the_light,oracle,0.0
legion_commander,lion,techies,silencer,phantom_assassin,0,1,rattletrap,windrunner,weaver,witch_doctor,winter_wyvern,1.0
rubick,undying,venomancer,magnataur,life_stealer,0,1,witch_doctor,dawnbreaker,ogre_magi,silencer,bounty_hunter,0.0
huskar,keeper_of_the_light,pugna,skywrath_mage,jakiro,0,0,ember_spirit,pudge,rubick,witch_doctor,juggernaut,1.0
disruptor,lycan,chaos_knight,treant,gyrocopter,0,0,shadow_demon,wisp,bristleback,huskar,slardar,0.0
templar_assassin,treant,faceless_void,pudge,dawnbreaker,0,0,crystal_maiden,sand_king,lina,lone_druid,bristleback,0.0
juggernaut,phantom_assassin,slark,enigma,invoker,0,1,keeper_of_the_light,ursa,sniper,storm_spirit,witch_doctor,1.0
morphling,sniper,pudge,enchantress,shredder,0,0,templar_assassin,kunkka,juggernaut,void_spirit,silencer,0.0
windrunner,warlock,sniper,slardar,morphling,0,0,enigma,dawnbreaker,pudge,ancient_apparition,medusa,1.0
ancient_apparition,drow_ranger,arc_warden,ogre_magi,riki,0,0,pudge,necrolyte,tidehunter,bounty_hunter,invoker,0.0
bristleback,obsidian_destroyer,enchantress,phantom_assassin,earth_spirit,0,1,nevermore,dragon_knight,techies,tiny,shadow_shaman,0.0
drow_ranger,dragon_knight,jakiro,crystal_maiden,phantom_assassin,0,0,tidehunter,windrunner,zuus,pudge,witch_doctor,0.0
pudge,crystal_maiden,dragon_knight,axe,juggernaut,0,0,sniper,jakiro,witch_doctor,windrunner,zuus,0.0
windrunner,jakiro,phantom_assassin,axe,pudge,0,0,viper,witch_doctor,zuus,juggernaut,warlock,0.0
tidehunter,sniper,dragon_knight,lion,jakiro,0,0,crystal_maiden,phantom_assassin,vengefulspirit,viper,axe,0.0
faceless_void,phantom_assassin,kunkka,rattletrap,pudge,0,1,grimstroke,puck,furion,dawnbreaker,chaos_knight,0.0
dark_willow,sand_king,rubick,antimage,razor,0,1,spectre,ogre_magi,zuus,invoker,meepo,1.0
silencer,templar_assassin,tiny,jakiro,dawnbreaker,0,1,pugna,bristleback,mirana,spectre,elder_titan,0.0
magnataur,monkey_king,spirit_breaker,void_spirit,ogre_magi,0,0,marci,lich,medusa,venomancer,viper,1.0
pudge,life_stealer,windrunner,puck,necrolyte,0,0,viper,rubick,dawnbreaker,ogre_magi,enigma,1.0
brewmaster,witch_doctor,drow_ranger,pudge,ember_spirit,0,1,axe,undying,phantom_assassin,lich,invoker,0.0
winter_wyvern,mirana,lich,necrolyte,alchemist,0,1,dazzle,antimage,nevermore,undying,rubick,0.0
witch_doctor,morphling,phoenix,furion,antimage,0,0,puck,tinker,huskar,meepo,shredder,0.0
legion_commander,axe,earthshaker,juggernaut,skywrath_mage,0,0,enchantress,tusk,techies,winter_wyvern,pudge,0.0
rubick,ancient_apparition,ursa,obsidian_destroyer,techies,0,1,phantom_lancer,razor,centaur,crystal_maiden,oracle,0.0
furion,skeleton_king,lone_druid,zuus,drow_ranger,0,0,enigma,disruptor,juggernaut,ancient_apparition,obsidian_destroyer,0.0
pudge,skeleton_king,juggernaut,silencer,shadow_shaman,0,1,lina,witch_doctor,warlock,razor,centaur,0.0
mirana,lion,luna,bounty_hunter,axe,0,0,morphling,rubick,queenofpain,tidehunter,huskar,0.0
pudge,warlock,juggernaut,skeleton_king,dragon_knight,0,0,witch_doctor,viper,windrunner,sniper,lich,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0.0
wisp,storm_spirit,monkey_king,pudge,invoker,0,1,tiny,sniper,axe,ursa,grimstroke,1.0
shredder,sven,undying,zuus,drow_ranger,0,0,axe,shadow_shaman,pudge,juggernaut,tiny,0.0
lina,disruptor,legion_commander,silencer,slark,0,0,magnataur,sniper,rubick,hoodwink,pudge,0.0
juggernaut,skywrath_mage,spirit_breaker,techies,marci,0,0,snapfire,jakiro,slark,dark_willow,drow_ranger,0.0
pudge,riki,tidehunter,troll_warlord,void_spirit,0,0,slark,nyx_assassin,phantom_lancer,silencer,disruptor,0.0
windrunner,ogre_magi,weaver,nevermore,warlock,0,1,sand_king,furion,grimstroke,tiny,pugna,1.0
terrorblade,treant,bristleback,necrolyte,pudge,0,1,tusk,snapfire,shadow_shaman,antimage,juggernaut,0.0
disruptor,morphling,templar_assassin,tiny,invoker,0,0,legion_commander,weaver,chen,windrunner,earth_spirit,0.0
alchemist,sniper,shredder,queenofpain,oracle,0,0,pudge,winter_wyvern,windrunner,dazzle,venomancer,1.0
venomancer,pudge,windrunner,juggernaut,nevermore,0,1,silencer,crystal_maiden,dawnbreaker,sniper,jakiro,0.0
templar_assassin,rubick,lich,enigma,ember_spirit,0,0,pudge,techies,viper,silencer,nevermore,0.0
huskar,lion,pugna,dawnbreaker,luna,0,0,kunkka,shredder,queenofpain,axe,legion_commander,0.0
lion,rubick,tusk,pangolier,bristleback,0,0,pugna,juggernaut,necrolyte,mirana,silencer,1.0
shadow_shaman,sniper,lone_druid,kunkka,bristleback,0,0,dawnbreaker,faceless_void,ancient_apparition,zuus,pudge,0.0
viper,antimage,beastmaster,zuus,faceless_void,0,1,legion_commander,marci,nevermore,ogre_magi,phantom_assassin,0.0
riki,enchantress,tidehunter,luna,ogre_magi,0,1,phantom_assassin,witch_doctor,bristleback,hoodwink,pudge,0.0
hoodwink,axe,spectre,clinkz,dawnbreaker,0,0,lina,dragon_knight,juggernaut,omniknight,techies,0.0
windrunner,obsidian_destroyer,phoenix,slardar,luna,0,1,razor,pangolier,tidehunter,axe,zuus,0.0
juggernaut,monkey_king,vengefulspirit,undying,bristleback,0,0,crystal_maiden,abyssal_underlord,centaur,bounty_hunter,shadow_shaman,1.0
slardar,antimage,skywrath_mage,windrunner,mirana,0,0,clinkz,marci,ogre_magi,morphling,legion_commander,1.0
zuus,mars,hoodwink,dark_willow,luna,0,0,disruptor,lina,ancient_apparition,beastmaster,phantom_lancer,0.0
luna,silencer,snapfire,mars,void_spirit,0,0,dark_willow,bristleback,venomancer,nevermore,shadow_shaman,0.0
mirana,mars,troll_warlord,lina,ancient_apparition,0,0,huskar,undying,arc_warden,oracle,skeleton_king,1.0
tidehunter,skeleton_king,zuus,ogre_magi,drow_ranger,0,0,life_stealer,chaos_knight,hoodwink,spectre,earth_spirit,0.0
snapfire,ursa,antimage,techies,centaur,0,0,pudge,enigma,bane,invoker,skywrath_mage,0.0
shadow_shaman,broodmother,antimage,storm_spirit,bristleback,0,0,puck,witch_doctor,razor,earthshaker,tidehunter,0.0
ember_spirit,antimage,bristleback,hoodwink,bane,0,0,lion,queenofpain,slark,earthshaker,venomancer,1.0
ancient_apparition,troll_warlord,necrolyte,vengefulspirit,axe,0,0,faceless_void,winter_wyvern,drow_ranger,abyssal_underlord,marci,0.0
troll_warlord,axe,lina,zuus,invoker,0,0,rubick,sniper,arc_warden,pudge,ursa,0.0
terrorblade,skywrath_mage,necrolyte,storm_spirit,sand_king,0,0,earthshaker,jakiro,grimstroke,lich,templar_assassin,1.0
bristleback,bounty_hunter,pudge,drow_ranger,lina,0,0,shredder,marci,monkey_king,riki,medusa,1.0
sniper,jakiro,crystal_maiden,windrunner,axe,0,0,pudge,tidehunter,viper,phantom_assassin,witch_doctor,0.0
troll_warlord,chaos_knight,tiny,rubick,lina,0,0,abaddon,arc_warden,viper,mirana,morphling,0.0
bloodseeker,dragon_knight,vengefulspirit,huskar,axe,0,0,templar_assassin,pudge,windrunner,chaos_knight,witch_doctor,0.0
snapfire,mars,ember_spirit,chaos_knight,earth_spirit,0,0,tiny,templar_assassin,slardar,treant,pudge,1.0
phantom_assassin,tiny,viper,warlock,necrolyte,0,0,dark_willow,silencer,invoker,huskar,spectre,0.0
templar_assassin,tinker,alchemist,venomancer,pudge,0,0,hoodwink,morphling,sand_king,techies,earthshaker,1.0
skeleton_king,razor,storm_spirit,dark_seer,enchantress,0,0,rattletrap,pudge,phantom_assassin,techies,sniper,1.0
wisp,mars,invoker,hoodwink,legion_commander,0,1,lina,arc_warden,disruptor,templar_assassin,magnataur,0.0
witch_doctor,venomancer,earthshaker,life_stealer,viper,0,0,luna,doom_bringer,bristleback,templar_assassin,hoodwink,1.0
juggernaut,bristleback,keeper_of_the_light,skywrath_mage,witch_doctor,0,0,wisp,necrolyte,drow_ranger,tiny,ogre_magi,0.0
pudge,tidehunter,juggernaut,lich,dragon_knight,0,0,windrunner,phantom_assassin,warlock,skeleton_king,witch_doctor,1.0
phantom_assassin,sniper,lion,vengefulspirit,axe,0,0,crystal_maiden,pudge,tidehunter,drow_ranger,viper,0.0
witch_doctor,crystal_maiden,tidehunter,sniper,windrunner,0,0,warlock,dragon_knight,lich,phantom_assassin,viper,1.0
gyrocopter,razor,axe,shadow_shaman,batrider,0,1,alchemist,beastmaster,mars,witch_doctor,phantom_assassin,1.0
chaos_knight,queenofpain,beastmaster,winter_wyvern,ogre_magi,0,0,obsidian_destroyer,skywrath_mage,bristleback,hoodwink,puck,0.0
lich,axe,tinker,abyssal_underlord,lina,0,0,spectre,monkey_king,tiny,bloodseeker,viper,1.0
marci,silencer,luna,alchemist,witch_doctor,0,0,warlock,ursa,axe,treant,tiny,1.0
hoodwink,witch_doctor,silencer,tiny,axe,0,1,zuus,phoenix,ancient_apparition,ember_spirit,medusa,1.0
sniper,witch_doctor,spirit_breaker,wisp,phantom_assassin,0,0,viper,clinkz,shadow_shaman,windrunner,luna,1.0
medusa,enchantress,axe,dazzle,snapfire,0,0,venomancer,techies,jakiro,void_spirit,life_stealer,0.0
pudge,alchemist,phantom_assassin,warlock,shredder,0,0,kunkka,queenofpain,obsidian_destroyer,lich,gyrocopter,1.0
silencer,gyrocopter,techies,drow_ranger,enigma,0,0,zuus,antimage,abaddon,bristleback,obsidian_destroyer,1.0
dragon_knight,jakiro,terrorblade,ogre_magi,bloodseeker,0,1,magnataur,disruptor,ember_spirit,sniper,primal_beast,0.0
mars,morphling,crystal_maiden,hoodwink,venomancer,0,0,techies,nevermore,phantom_lancer,troll_warlord,shadow_shaman,1.0
sniper,skeleton_king,chaos_knight,lina,silencer,0,0,mirana,bounty_hunter,phantom_lancer,lich,queenofpain,0.0
alchemist,zuus,juggernaut,earth_spirit,shadow_demon,0,0,wisp,necrolyte,dawnbreaker,pudge,phantom_lancer,1.0
brewmaster,shadow_shaman,bristleback,pangolier,skywrath_mage,0,0,spectre,night_stalker,pugna,zuus,jakiro,1.0
leshrac,marci,rubick,chaos_knight,enigma,0,0,vengefulspirit,undying,nyx_assassin,sven,queenofpain,0.0
bristleback,weaver,snapfire,keeper_of_the_light,windrunner,0,1,rubick,witch_doctor,oracle,hoodwink,faceless_void,1.0
necrolyte,phantom_lancer,night_stalker,ancient_apparition,invoker,0,1,skywrath_mage,wisp,morphling,mars,skeleton_king,0.0
weaver,necrolyte,dazzle,monkey_king,razor,0,0,axe,ogre_magi,drow_ranger,puck,venomancer,0.0
windrunner,vengefulspirit,warlock,tidehunter,zuus,0,0,sniper,juggernaut,lich,axe,lion,1.0
dawnbreaker,faceless_void,nevermore,witch_doctor,zuus,0,1,undying,enchantress,chaos_knight,drow_ranger,batrider,0.0
weaver,kunkka,pudge,shredder,sniper,0,0,faceless_void,treant,clinkz,skywrath_mage,shadow_shaman,1.0
night_stalker,keeper_of_the_light,puck,ursa,skywrath_mage,0,0,marci,gyrocopter,kunkka,phantom_assassin,dazzle,0.0
disruptor,medusa,puck,kunkka,gyrocopter,0,0,axe,sniper,silencer,sven,invoker,1.0
drow_ranger,phantom_assassin,leshrac,pudge,furion,0,1,tusk,viper,obsidian_destroyer,chaos_knight,silencer,0.0
arc_warden,morphling,snapfire,dark_willow,mars,0,0,treant,life_stealer,clinkz,slardar,queenofpain,0.0
silencer,abyssal_underlord,sniper,ember_spirit,bane,0,1,spectre,void_spirit,crystal_maiden,spirit_breaker,sand_king,1.0
ursa,warlock,pangolier,storm_spirit,skywrath_mage,0,1,dazzle,skeleton_king,grimstroke,puck,riki,0.0
queenofpain,luna,oracle,earthshaker,axe,0,0,necrolyte,abyssal_underlord,ancient_apparition,witch_doctor,hoodwink,1.0
shadow_shaman,dazzle,dawnbreaker,viper,luna,0,0,bounty_hunter,windrunner,phoenix,lich,chaos_knight,1.0
keeper_of_the_light,phantom_assassin,axe,silencer,zuus,0,1,sand_king,disruptor,luna,skeleton_king,rattletrap,1.0
nyx_assassin,sniper,invoker,tinker,slark,0,1,enchantress,crystal_maiden,warlock,mars,phantom_assassin,1.0
windrunner,faceless_void,alchemist,jakiro,dark_willow,0,1,dawnbreaker,nevermore,phantom_assassin,shadow_shaman,silencer,1.0
shadow_shaman,legion_commander,skeleton_king,mars,huskar,0,0,jakiro,silencer,terrorblade,tiny,mirana,1.0
sniper,kunkka,furion,clinkz,razor,0,0,antimage,nevermore,pudge,phoenix,enigma,0.0
ursa,shadow_shaman,enigma,sand_king,invoker,0,0,ancient_apparition,morphling,necrolyte,chaos_knight,nyx_assassin,0.0
night_stalker,dazzle,lion,dawnbreaker,sven,0,1,obsidian_destroyer,drow_ranger,phoenix,tusk,undying,0.0
techies,bloodseeker,bristleback,zuus,bounty_hunter,0,1,sand_king,lich,ursa,tinker,sniper,0.0
lion,queenofpain,life_stealer,puck,pangolier,0,0,alchemist,ogre_magi,bristleback,sniper,slark,0.0
ogre_magi,viper,nevermore,faceless_void,lion,0,0,invoker,life_stealer,huskar,abyssal_underlord,pudge,1.0
bloodseeker,doom_bringer,shadow_demon,huskar,meepo,0,0,slark,dark_willow,juggernaut,pudge,marci,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0.0
windrunner,zuus,witch_doctor,lich,skeleton_king,0,0,juggernaut,viper,sniper,jakiro,warlock,1.0
witch_doctor,faceless_void,skywrath_mage,magnataur,bristleback,0,1,terrorblade,dragon_knight,bounty_hunter,silencer,zuus,1.0
night_stalker,shadow_demon,windrunner,tiny,pudge,0,0,ogre_magi,clinkz,bloodseeker,sniper,zuus,1.0
undying,axe,tiny,crystal_maiden,skeleton_king,0,1,disruptor,slark,earthshaker,monkey_king,spirit_breaker,0.0
phantom_lancer,windrunner,bounty_hunter,ursa,invoker,0,0,venomancer,lina,lycan,drow_ranger,sven,0.0
crystal_maiden,bounty_hunter,pudge,silencer,naga_siren,0,0,witch_doctor,venomancer,lion,slardar,ember_spirit,0.0
bounty_hunter,marci,sniper,phantom_lancer,furion,0,0,undying,juggernaut,skywrath_mage,skeleton_king,axe,1.0
skywrath_mage,death_prophet,phantom_assassin,zuus,earthshaker,0,0,ogre_magi,warlock,void_spirit,meepo,visage,1.0
hoodwink,marci,visage,sniper,spectre,0,0,riki,abaddon,warlock,arc_warden,mars,1.0
nevermore,alchemist,shadow_shaman,tusk,rubick,0,0,night_stalker,phantom_assassin,gyrocopter,zuus,venomancer,0.0
skeleton_king,pudge,death_prophet,phantom_lancer,lion,0,0,mirana,tusk,sand_king,faceless_void,sven,1.0
ogre_magi,sniper,pangolier,venomancer,monkey_king,0,1,legion_commander,treant,queenofpain,weaver,jakiro,1.0
skeleton_king,witch_doctor,treant,marci,monkey_king,0,1,invoker,earthshaker,juggernaut,bane,hoodwink,1.0
pugna,naga_siren,keeper_of_the_light,lina,templar_assassin,0,0,broodmother,phantom_assassin,lone_druid,invoker,leshrac,1.0
drow_ranger,lone_druid,spirit_breaker,sven,keeper_of_the_light,0,0,phantom_assassin,viper,life_stealer,snapfire,clinkz,0.0
zuus,sniper,phantom_assassin,pudge,warlock,0,0,dragon_knight,axe,lich,viper,jakiro,1.0
lich,zuus,pudge,viper,windrunner,0,0,crystal_maiden,drow_ranger,tidehunter,vengefulspirit,dragon_knight,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0.0
spirit_breaker,disruptor,tiny,tusk,huskar,0,0,life_stealer,treant,viper,gyrocopter,mars,1.0
storm_spirit,riki,antimage,pudge,ogre_magi,0,1,phantom_assassin,viper,invoker,monkey_king,rattletrap,0.0
ogre_magi,antimage,spectre,pudge,gyrocopter,0,1,viper,monkey_king,lion,zuus,witch_doctor,0.0
phantom_assassin,dark_seer,ancient_apparition,mirana,broodmother,0,0,chaos_knight,undying,zuus,clinkz,antimage,1.0
ursa,sniper,night_stalker,wisp,hoodwink,0,1,axe,slark,rubick,dazzle,earthshaker,1.0
mirana,juggernaut,queenofpain,razor,bloodseeker,0,1,vengefulspirit,lich,dazzle,life_stealer,marci,0.0
spectre,huskar,shadow_shaman,alchemist,slark,0,1,silencer,lich,tinker,rattletrap,ursa,1.0
sniper,visage,life_stealer,enchantress,undying,0,0,jakiro,shredder,pudge,juggernaut,pugna,0.0
magnataur,sven,slark,pudge,viper,0,0,silencer,morphling,enchantress,lich,lina,0.0
lion,lich,legion_commander,void_spirit,medusa,0,0,ursa,venomancer,night_stalker,magnataur,abaddon,0.0
zuus,wisp,troll_warlord,slark,riki,0,0,antimage,sniper,invoker,tidehunter,furion,0.0
weaver,bloodseeker,kunkka,pudge,lone_druid,0,0,hoodwink,drow_ranger,ogre_magi,monkey_king,nevermore,1.0
skywrath_mage,drow_ranger,doom_bringer,crystal_maiden,invoker,0,1,void_spirit,mars,zuus,winter_wyvern,antimage,0.0
undying,sven,keeper_of_the_light,legion_commander,silencer,0,1,dawnbreaker,alchemist,weaver,shadow_shaman,rubick,1.0
gyrocopter,huskar,juggernaut,shadow_shaman,pudge,0,0,doom_bringer,invoker,queenofpain,bane,antimage,0.0
ogre_magi,puck,rattletrap,pudge,lion,0,1,skeleton_king,winter_wyvern,vengefulspirit,queenofpain,bounty_hunter,0.0
nyx_assassin,silencer,mirana,windrunner,spectre,0,0,slark,alchemist,mars,skywrath_mage,rubick,1.0
witch_doctor,axe,bounty_hunter,silencer,monkey_king,0,1,phantom_assassin,storm_spirit,necrolyte,tiny,furion,1.0
nevermore,storm_spirit,spirit_breaker,centaur,spectre,0,0,weaver,pudge,bounty_hunter,phantom_assassin,earthshaker,0.0
disruptor,ember_spirit,crystal_maiden,nevermore,doom_bringer,0,1,pudge,snapfire,skeleton_king,dark_willow,omniknight,0.0
dragon_knight,necrolyte,bloodseeker,skywrath_mage,treant,0,1,primal_beast,spectre,hoodwink,sniper,nyx_assassin,1.0
bloodseeker,ursa,lion,chaos_knight,winter_wyvern,0,1,mirana,tiny,antimage,tusk,puck,0.0
nevermore,shredder,hoodwink,winter_wyvern,rubick,0,0,earth_spirit,dawnbreaker,gyrocopter,pugna,pudge,1.0
dragon_knight,mirana,furion,phantom_assassin,lion,0,1,faceless_void,pudge,zuus,snapfire,tiny,0.0
sniper,phantom_assassin,witch_doctor,axe,dazzle,0,1,pugna,life_stealer,windrunner,furion,necrolyte,1.0
pudge,razor,witch_doctor,shadow_shaman,life_stealer,0,1,rattletrap,kunkka,morphling,viper,dawnbreaker,0.0
slark,furion,zuus,shadow_shaman,spirit_breaker,0,0,sniper,undying,spectre,pugna,luna,1.0
antimage,puck,treant,zuus,vengefulspirit,0,0,earthshaker,monkey_king,hoodwink,queenofpain,phantom_assassin,1.0
witch_doctor,silencer,mars,axe,juggernaut,0,0,ogre_magi,necrolyte,pudge,monkey_king,sniper,0.0
ancient_apparition,skeleton_king,furion,marci,huskar,0,0,life_stealer,grimstroke,primal_beast,crystal_maiden,morphling,1.0
ogre_magi,riki,medusa,keeper_of_the_light,treant,0,0,chaos_knight,ancient_apparition,earthshaker,juggernaut,skywrath_mage,1.0
silencer,furion,marci,earthshaker,juggernaut,0,1,bounty_hunter,pudge,abyssal_underlord,lion,phantom_lancer,1.0
kunkka,warlock,rubick,jakiro,tiny,0,0,winter_wyvern,lone_druid,enigma,pudge,bristleback,1.0
kunkka,slardar,slark,techies,skeleton_king,0,1,ogre_magi,tiny,void_spirit,enchantress,drow_ranger,1.0
treant,grimstroke,furion,pudge,ursa,0,0,dark_willow,wisp,life_stealer,zuus,axe,1.0
bounty_hunter,viper,antimage,terrorblade,luna,0,1,night_stalker,windrunner,life_stealer,zuus,undying,1.0
rubick,juggernaut,nyx_assassin,puck,witch_doctor,0,1,luna,silencer,monkey_king,lina,ogre_magi,0.0
spectre,lion,legion_commander,luna,rubick,0,0,pudge,huskar,witch_doctor,sven,bristleback,0.0
lone_druid,elder_titan,witch_doctor,huskar,phantom_assassin,0,1,sven,pudge,lion,juggernaut,zuus,0.0
mirana,razor,drow_ranger,lich,pudge,0,1,ursa,slardar,tinker,ogre_magi,bristleback,0.0
drow_ranger,legion_commander,tinker,viper,chen,0,1,phantom_assassin,venomancer,gyrocopter,bristleback,phantom_lancer,0.0
weaver,arc_warden,marci,juggernaut,chaos_knight,0,1,slardar,gyrocopter,necrolyte,ursa,bounty_hunter,0.0
morphling,axe,juggernaut,skywrath_mage,pugna,0,1,mars,keeper_of_the_light,nevermore,techies,templar_assassin,0.0
axe,snapfire,phantom_assassin,hoodwink,queenofpain,0,1,dark_willow,morphling,arc_warden,legion_commander,lion,0.0
kunkka,enigma,marci,antimage,earthshaker,0,1,juggernaut,dark_willow,dawnbreaker,skeleton_king,grimstroke,0.0
dragon_knight,sven,juggernaut,phantom_assassin,lion,0,0,witch_doctor,viper,pudge,skeleton_king,kunkka,0.0
viper,crystal_maiden,drow_ranger,vengefulspirit,zuus,0,0,sniper,pudge,lich,skeleton_king,axe,1.0
lion,sniper,warlock,juggernaut,drow_ranger,0,0,skeleton_king,dragon_knight,witch_doctor,zuus,pudge,0.0
skywrath_mage,furion,juggernaut,silencer,pangolier,0,0,dawnbreaker,phantom_assassin,lion,venomancer,ogre_magi,1.0
wisp,axe,vengefulspirit,phantom_lancer,jakiro,0,0,juggernaut,terrorblade,earthshaker,pudge,sniper,0.0
naga_siren,crystal_maiden,queenofpain,techies,sand_king,0,0,dawnbreaker,zuus,alchemist,ancient_apparition,snapfire,0.0
lion,skeleton_king,ember_spirit,skywrath_mage,invoker,0,1,lina,axe,phantom_assassin,dazzle,witch_doctor,1.0
phantom_assassin,sniper,legion_commander,keeper_of_the_light,lich,0,0,dazzle,arc_warden,weaver,drow_ranger,lion,1.0
bounty_hunter,tiny,shredder,lich,sniper,0,0,nevermore,dazzle,spectre,undying,ember_spirit,0.0
pudge,weaver,morphling,dazzle,spectre,0,0,faceless_void,nevermore,slardar,crystal_maiden,hoodwink,1.0
tiny,tinker,ancient_apparition,mars,skywrath_mage,0,1,rubick,bristleback,dawnbreaker,crystal_maiden,legion_commander,0.0
crystal_maiden,silencer,nevermore,techies,morphling,0,0,kunkka,batrider,pudge,windrunner,invoker,0.0
bloodseeker,sniper,earthshaker,warlock,tidehunter,0,0,witch_doctor,viper,zuus,dragon_knight,death_prophet,0.0
venomancer,pudge,skywrath_mage,phantom_assassin,bristleback,0,0,bounty_hunter,mirana,dark_willow,slark,kunkka,0.0
dark_willow,slark,queenofpain,bloodseeker,tiny,0,0,pudge,bounty_hunter,chaos_knight,grimstroke,void_spirit,1.0
storm_spirit,monkey_king,juggernaut,legion_commander,undying,0,0,windrunner,drow_ranger,ancient_apparition,silencer,gyrocopter,1.0
legion_commander,skeleton_king,life_stealer,night_stalker,invoker,0,0,pugna,ogre_magi,faceless_void,tiny,pudge,0.0
